City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
364,richards bay,-28.783,32.0377,28.11,37,100,6.82,ZA,1690632000
365,dunedin,-45.8742,170.5036,13.15,64,100,2.76,NZ,1690772400
366,puerto baquerizo moreno,-0.9,-89.6,24.8,75,60,5.5,EC,1690480800
367,antalaha,-14.9003,50.2788,26.14,56,29,5.06,MG,1690707600
368,beira,-19.8436,34.8389,28.64,49,7,2.94,MZ,1690718400
369,plouguerneau,48.6,-4.5,19.3,69,100,7.21,FR,1690545600
370,dalandzadgad,43.5708,104.425,34.69,10,15,4.51,MN,1690534800
371,broome,42.2506,-75.833,29.88,58,53,1.47,US,1690578000
372,le port,-20.9373,55.2919,23.57,70,5,0.52,RE,1690794000
373,taltal,-25.4,-70.4833,20.51,62,22,1.51,CL,1690664400
374,haiku-pauwela,20.9219,-156.3051,26.32,70,14,8.93,US,1690848000
375,barra de santo antonio,-9.4047,-35.5072,26.65,71,8,4.79,BR,1690556400
376,terrace,54.5163,-128.6035,29.46,30,12,0.81,CA,1690664400
377,qarshi,38.8667,65.8,43.94,13,0,6.58,UZ,1690448400
378,abdanan,32.9926,47.4198,41.8,7,0,3.07,IR,1690804800
379,kerikeri,-35.2268,173.9474,16.22,61,5,2.83,NZ,1690772400
380,paseh,-7.1026,107.7641,28.54,42,54,1.46,ID,1690437600
381,qina,26.1642,32.7267,44.5,7,0,3.1,EG,1690632000
382,merizo village,13.2658,144.6691,28.82,65,97,1.05,GU,1690783200
383,qa'en,33.7265,59.1844,34.28,16,1,6.29,IR,1690545600
384,ario de rosales,19.2,-101.7167,25.1,50,14,2.08,MX,1690664400
385,saint-philippe,-21.3585,55.7679,23.16,68,13,4.63,RE,1690794000
386,prince albert,53.2001,-105.7677,32.93,20,53,6.85,CA,1690837200
387,porto-vecchio,41.591,9.2795,32.02,44,0,2.86,FR,1690718400
388,smithers,54.7804,-127.1743,27.55,25,8,0.37,CA,1690675200
389,jodhpur,26.2867,73.03,34.23,49,25,8.16,IN,1690707600
390,westport,41.1415,-73.3579,33.37,46,90,6.52,US,1690480800
391,nogliki,51.8333,143.1667,20.0,92,100,1.82,RU,1690437600
392,colonia,50.9333,6.95,23.65,59,83,4.34,DE,1690556400
393,cadillac,44.2519,-85.4012,33.53,30,18,1.76,US,1690491600
394,shakhovskaya,56.0283,35.5097,24.62,55,89,0.83,RU,1690804800
395,la passe,45.5549,-0.8967,24.99,58,28,5.29,FR,1690459200
396,richfield,44.8833,-93.283,37.21,30,33,4.95,US,1690491600
397,zitlala,17.6333,-99.0833,25.06,46,17,2.2,MX,1690664400
398,revelstoke,50.9832,-118.2023,31.27,24,55,1.91,CA,1690664400
399,ferkessedougou,9.6,-5.2,33.86,43,65,2.36,CI,1690470000
400,eyl,7.9803,49.8164,32.5,47,13,12.11,SO,1690707600
401,datca,36.7378,27.6842,30.75,42,0,8.0,TR,1690642800
402,yamada,39.4667,141.95,29.86,61,100,1.35,JP,1690783200
403,undurkhaan,47.3194,110.6556,34.21,25,2,2.33,MN,1690794000
404,fale old settlement,-9.3852,-171.2468,28.69,73,10,7.73,TK,1690491600
405,wynyard,-41.0,145.7167,14.07,74,5,4.67,AU,1690513200
406,dudinka,69.4058,86.1778,29.51,33,35,5.53,RU,1690534800
407,huntsville,34.7304,-86.5861,36.75,41,70,1.89,US,1690837200
408,ambon,-3.6954,128.1814,27.21,78,36,6.86,ID,1690437600
409,ghadamis,30.1337,9.5007,47.74,5,0,6.22,LY,1690815600
410,nora,59.5193,15.0398,22.69,33,2,3.29,SE,1690642800
411,conception bay south,47.4999,-52.9981,24.3,56,100,6.34,CA,1690480800
412,fort bragg,35.139,-79.006,38.31,29,4,2.79,US,1690750800
413,waitara,-38.925,174.25,13.51,67,53,4.64,NZ,1690686000
414,malango,-2.9627,119.9001,27.88,55,38,2.59,ID,1690610400
415,niquelandia,-14.4739,-48.4597,35.98,16,90,0.71,BR,1690653600
416,hammerfest,70.6634,23.6821,13.39,79,22,3.32,NO,1690534800
417,inarajan village,13.2736,144.7484,29.18,65,96,0.89,GU,1690783200
418,hirado,33.3597,129.5531,30.43,66,94,3.13,JP,1690858800
419,shajiang,26.7825,119.9669,30.88,65,94,0.95,CN,1690858800
420,ebon,4.582,168.6964,29.14,74,4,6.71,MH,1690621200
421,novo aripuana,-5.1206,-60.3797,39.89,20,42,1.33,BR,1690740000
422,khorugh,37.4897,71.553,29.0,19,35,3.21,TJ,1690448400
423,miranda do douro,41.4969,-6.2731,33.48,12,0,5.91,PT,1690815600
424,metu,8.3,35.5833,23.9,61,63,2.4,ET,1690545600
425,oral,51.2333,51.3667,37.03,22,57,4.14,KZ,1690632000
426,katima mulilo,-17.5,24.2667,35.14,10,52,3.34,NA,1690632000
427,andovoranto,-18.95,49.1,24.14,67,59,2.38,MG,1690804800
428,salalah,17.0151,54.0924,25.44,88,99,5.24,OM,1690448400
429,gunnedah,-30.9833,150.25,21.19,40,9,1.9,AU,1690610400
430,avanigadda,16.0215,80.9181,32.25,55,100,5.49,IN,1690794000
431,taft,31.7471,54.2088,38.6,8,6,5.33,IR,1690459200
432,ji'an,27.1172,114.9793,34.72,57,98,0.68,CN,1690707600
433,navapolatsk,55.5363,28.6424,25.86,45,71,1.48,BY,1690804800
434,masvingo,-20.0637,30.8277,30.59,11,31,3.49,ZW,1690632000
435,bom jesus,-9.0744,-44.3586,37.29,20,47,2.96,BR,1690653600
436,arkhangel'sk,64.5401,40.5433,23.63,39,25,5.23,RU,1690632000
437,pesqueira,-8.3578,-36.6964,29.68,36,1,4.94,BR,1690642800
438,luderitz,-26.6481,15.1594,20.41,37,0,6.32,NA,1690815600
439,chenaran,36.6455,59.1212,35.07,15,3,5.77,IR,1690545600
440,opuwo,-18.0607,13.84,29.3,12,25,2.79,NA,1690470000
441,suntar,62.1444,117.6319,28.09,38,18,3.28,RU,1690524000
442,brisas barra de suchiate,14.55,-92.2167,31.22,60,75,4.33,MX,1690491600
443,knyaze-volkonskoye,48.4642,135.4567,32.68,41,9,6.73,RU,1690783200
444,itupiranga,-5.1347,-49.3267,36.52,28,52,1.69,BR,1690653600
445,nouadhibou,20.931,-17.0347,23.4,69,79,7.16,MR,1690459200
446,woodward,36.4337,-99.3904,40.8,19,73,6.03,US,1690491600
447,tuy hoa,13.0833,109.3,34.37,52,86,7.25,VN,1690524000
448,tucuma,-0.1833,-50.05,32.02,55,5,3.4,BR,1690470000
449,pionerskiy,54.9508,20.2275,21.28,68,84,4.17,RU,1690632000
450,utrik,11.2278,169.8474,28.72,77,45,7.47,MH,1690772400
451,xinzhi,36.4989,111.7047,35.67,39,99,2.98,CN,1690437600
452,minas de marcona,-15.2119,-75.1103,20.37,50,2,3.71,PE,1690740000
453,kiruna,67.8557,20.2251,19.24,53,66,3.05,SE,1690545600
454,jumla,29.2747,82.1838,24.17,72,99,2.38,NP,1690783200
455,les cayes,18.2,-73.75,31.69,59,15,5.21,HT,1690826400
456,mirador,-6.3708,-44.3631,38.09,21,3,2.63,BR,1690653600
457,surab,28.4914,66.2585,31.45,25,3,3.72,PK,1690794000
458,howard springs,-12.497,131.047,34.04,25,97,0.83,AU,1690696800
459,oum hadjer,13.2954,19.6966,37.36,29,99,5.7,TD,1690642800
460,livramento do brumado,-13.6431,-41.8406,31.46,25,78,3.93,BR,1690653600
461,torghay,49.6339,63.4981,35.84,23,29,3.67,KZ,1690545600
462,kavaratti,10.5669,72.642,28.71,72,59,5.98,IN,1690621200
463,palmer,42.1584,-72.3287,33.63,44,100,5.43,US,1690480800
464,skagen,57.7209,10.5839,18.14,82,100,3.98,DK,1690642800
465,puerto armuelles,8.2833,-82.8667,29.65,69,89,2.34,PA,1690567200
466,santiago de cao,-7.9589,-79.2392,22.94,74,14,6.37,PE,1690480800
467,laascaanood,8.4774,47.3597,32.73,33,31,12.54,SO,1690718400
468,ouro sogui,15.6,-13.3167,37.91,33,97,4.47,SN,1690480800
469,kachia,9.8667,7.95,28.19,64,68,1.96,NG,1690459200
470,fort st. john,56.2499,-120.8529,24.67,40,100,4.49,CA,1690848000
471,kolonia town,6.964,158.206,30.29,70,83,3.68,FM,1690437600
472,yreka,41.7354,-122.6345,35.66,11,0,3.07,US,1690848000
473,belyy yar,53.6039,91.3903,29.25,43,0,1.64,RU,1690794000
474,warmbad,-28.45,18.7333,23.21,12,0,4.17,NA,1690470000
475,ad dabbah,18.05,30.95,44.0,16,27,2.16,SD,1690632000
476,slave lake,55.2834,-114.769,21.43,44,0,4.23,CA,1690664400
477,saint-leu,-21.15,55.2833,22.67,71,5,2.13,RE,1690794000
478,las vegas,36.175,-115.1372,43.91,10,65,5.43,US,1690664400
479,boke,10.9409,-14.2967,30.17,74,89,1.27,GN,1690459200
480,camacupa,-12.0167,17.4833,32.79,14,11,0.84,AO,1690632000
481,madimba,-10.4,40.3333,28.11,54,0,3.77,TZ,1690621200
482,bran,45.5167,25.35,25.66,35,5,1.57,RO,1690707600
483,belmonte,-15.8631,-38.8828,25.72,64,100,3.92,BR,1690729200
484,ponta delgada,37.7333,-25.6667,25.95,75,19,2.68,PT,1690815600
485,hotan,37.0997,79.9269,35.7,16,21,2.53,CN,1690459200
486,villa regina,-39.1,-67.0667,22.16,25,100,8.0,AR,1690653600
487,macia,-25.0269,33.0989,28.17,32,92,5.53,MZ,1690632000
488,weligama,5.9667,80.4167,29.46,77,100,4.72,LK,1690437600
489,hun,29.1268,15.9477,43.05,11,0,5.97,LY,1690729200
490,auch,43.65,0.5833,32.61,30,0,3.71,FR,1690470000
491,santa rosa,14.3122,121.1114,30.93,68,100,6.87,PH,1690524000
492,la punta,-33.1837,-66.3127,24.07,42,100,7.57,AR,1690826400
493,ataq,14.5377,46.8319,37.47,17,44,2.63,YE,1690459200
494,adigrat,14.277,39.462,23.79,39,83,7.33,ET,1690621200
495,northam,51.0333,-4.2167,18.92,74,100,7.06,GB,1690545600
496,santa ana,33.7456,-117.8678,32.79,33,0,3.81,US,1690491600
497,freetown,8.484,-13.2299,27.38,77,99,3.85,SL,1690556400
498,san juan de miraflores,-12.1629,-76.9635,20.64,69,35,3.72,PE,1690567200
499,oasis,33.4659,-116.0989,42.3,19,3,2.17,US,1690502400
500,wawarsing,41.759,-74.3574,33.99,36,5,1.76,US,1690567200
501,dragor,55.5946,12.6664,19.83,74,100,6.51,DK,1690642800
502,roses,42.262,3.1769,28.99,58,0,9.47,ES,1690470000
503,thinadhoo,0.5333,72.9333,28.89,75,82,5.14,MV,1690448400
504,faya-largeau,17.9257,19.1043,44.99,8,13,5.54,TD,1690729200
505,mayya,61.7333,130.2811,24.98,33,93,0.38,RU,1690610400
506,les avirons,-21.2418,55.3394,21.35,69,7,7.78,RE,1690718400
507,ola,59.5833,151.2833,17.59,56,48,0.75,RU,1690524000
508,sortavala,61.7053,30.6918,20.65,69,83,2.39,RU,1690448400
509,al ghayzah,16.2079,52.176,29.24,71,40,5.48,YE,1690621200
510,karasuk,53.7377,78.0403,30.59,27,100,5.37,RU,1690621200
511,hirara,24.8,125.2833,29.65,81,83,12.23,JP,1690437600
512,sandnessjoen,66.0217,12.6316,16.27,78,100,4.25,NO,1690837200
513,jendouba,36.5011,8.7802,46.57,11,25,6.44,TN,1690632000
514,winchester,51.0651,-1.3187,21.52,59,98,7.78,GB,1690556400
515,santa elena de uairen,4.6167,-61.1333,26.57,62,68,3.48,VE,1690567200
516,ondjiva,-17.0667,15.7333,31.41,12,3,2.32,AO,1690470000
517,mutoko,-17.397,32.2268,30.96,14,0,1.8,ZW,1690718400
518,phek,25.6667,94.5,24.14,74,67,0.49,IN,1690696800
519,itaituba,-4.2761,-55.9836,40.1,19,27,1.44,BR,1690567200
520,geraldton,-28.7667,114.6,19.61,55,0,3.27,AU,1690783200
521,guerrero negro,27.9769,-114.0611,31.34,35,99,2.73,MX,1690750800
522,yoichi,43.2039,140.7703,28.76,64,99,3.13,JP,1690599600
523,tabou,4.423,-7.3528,26.95,73,91,3.83,CI,1690718400
524,carutapera,-1.195,-46.02,30.28,62,32,5.39,BR,1690729200
525,baiyin,36.5583,104.2081,32.07,21,99,3.75,CN,1690794000
526,holualoa,19.6228,-155.9522,26.23,65,2,2.78,US,1690491600
527,leo,11.1,-2.1,33.54,45,100,2.24,BF,1690470000
528,betio village,1.358,172.9211,30.21,74,32,2.7,KI,1690437600
529,al wajh,26.2455,36.4525,37.54,45,15,4.42,SA,1690448400
530,aldan,58.6031,125.3894,24.73,53,15,3.1,RU,1690437600
531,crete,35.1558,24.895,31.07,27,0,1.81,GR,1690448400
532,aliganj,27.5,79.1833,36.06,48,22,4.68,IN,1690783200
533,dahlonega,34.5326,-83.9849,36.66,30,6,2.86,US,1690826400
534,chokwe,-24.5333,32.9833,29.45,29,57,5.07,MZ,1690632000
535,island harbour,50.724,-1.2758,19.8,74,100,7.21,GB,1690545600
536,aykhal,66.0,111.5,25.64,28,0,2.61,RU,1690707600
537,las tablas,7.7667,-80.2833,30.26,68,100,2.56,PA,1690653600
538,alta,69.9689,23.2717,14.55,77,72,0.24,NO,1690545600
539,hennaya,34.9514,-1.3681,37.55,16,14,4.42,DZ,1690718400
540,ocean city,39.2776,-74.5746,31.15,62,3,5.47,US,1690578000
541,sredets,42.3475,27.179,33.15,24,0,5.98,BG,1690718400
542,lethem,3.3803,-59.7968,33.03,53,24,3.63,GY,1690826400
543,inhambane,-23.865,35.3833,27.42,57,5,2.0,MZ,1690707600
544,columbus,39.9612,-82.9988,34.14,49,27,3.31,US,1690578000
545,kashgar,39.4547,75.9797,37.54,10,99,4.27,CN,1690534800
546,berezovyy,51.6667,135.7,31.23,43,27,0.81,RU,1690437600
547,olyokminsk,60.3736,120.4264,30.8,31,0,4.41,RU,1690524000
548,bonthe,7.5264,-12.505,27.22,79,92,4.78,SL,1690556400
549,argo,37.6333,22.7333,37.3,22,0,5.33,GR,1690804800
550,changyon,38.2508,125.0961,30.15,68,84,4.28,KP,1690610400
551,zigong,29.3416,104.7769,33.81,57,40,1.94,CN,1690794000
552,taroa,8.7058,171.2275,28.5,80,75,7.55,MH,1690783200
553,ube,33.9431,131.2511,30.49,65,2,7.7,JP,1690696800
554,yung shue wan,22.2333,114.1167,33.68,61,21,3.27,HK,1690437600
555,la jolla,32.8473,-117.2742,24.5,65,3,4.57,US,1690491600
556,mhamid,29.82,-5.72,47.34,3,9,5.46,MA,1690729200
557,porto seguro,-16.4497,-39.0647,25.09,66,51,3.52,BR,1690470000
558,timoteo,-19.5825,-42.6444,28.54,44,26,2.28,BR,1690480800
559,calingasta,-31.3308,-69.4078,26.23,8,55,1.47,AR,1690826400
560,kombissiri,12.0656,-1.3375,35.38,38,100,1.04,BF,1690470000
